Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
MK947460,preVC_501,Clustered,VC_501_0,98,0.9461,1.0,6.125730021991856,0.9461,0.9411
MK962626,preVC_814,Clustered,VC_814_0,11,0.1717,1.0,6.7032726984666855,0.1717,1.0
MK962627,preVC_505,Clustered,VC_505_0,8,0.6551,1.0,3.939635875795467,0.6551,1.0
MK962628,preVC_163,Clustered,VC_163_0,3,0.2633,0.99696842,2.468306115762555,0.2625,1.0
MK962629,preVC_814,Clustered,VC_814_0,11,0.1717,1.0,6.7032726984666855,0.1717,1.0
MK962630,preVC_814,Clustered,VC_814_0,11,0.1717,1.0,6.7032726984666855,0.1717,1.0
MK962631,preVC_814,Clustered,VC_814_0,11,0.1717,1.0,6.7032726984666855,0.1717,1.0
MK962632,preVC_814,Clustered,VC_814_0,11,0.1717,1.0,6.7032726984666855,0.1717,1.0
MK962633,preVC_505,Clustered,VC_505_0,8,0.6551,1.0,3.939635875795467,0.6551,1.0
MK962634,preVC_505,Clustered,VC_505_0,8,0.6551,1.0,3.939635875795467,0.6551,1.0
MK962635,preVC_783,Clustered,VC_783_0,4,0.1525,0.99997148,1.946394199729873,0.1525,1.0
MK962636,preVC_783,Clustered,VC_783_0,4,0.1525,0.99997148,1.946394199729873,0.1525,1.0
MK962637,preVC_783,Clustered,VC_783_0,4,0.1525,0.99997148,1.946394199729873,0.1525,1.0
MK962638,preVC_163,Clustered,VC_163_0,3,0.2633,0.99696842,2.468306115762555,0.2625,1.0
MK962639,preVC_814,Clustered,VC_814_0,11,0.1717,1.0,6.7032726984666855,0.1717,1.0
MK962640,preVC_163,Clustered,VC_163_0,3,0.2633,0.99696842,2.468306115762555,0.2625,1.0
MK962641,preVC_814,Clustered,VC_814_0,11,0.1717,1.0,6.7032726984666855,0.1717,1.0
MK962749,preVC_806,Clustered,VC_806_1,2,0.006,0.15364722,8.774964387392123,0.0009,1.0
MK962750,preVC_290,Clustered/Singleton,VC_290_56,1,0.0,0.0,0,0.0,1.0
MK962751,preVC_969,Clustered,VC_969_0,36,0.7816,1.0,4.812488728196518,0.7816,1.0
MK962752,preVC_290,Clustered/Singleton,VC_290_158,1,0.0,0.0,0,0.0,1.0
MK962753,preVC_639,Clustered,VC_639_0,27,0.9957,1.0,5.300816553192608,0.9957,1.0
MK962754,preVC_292,Clustered,VC_292_18,23,0.1837,1.0,7.832160300304965,0.1837,0.8379
MK962755,preVC_290,Clustered/Singleton,VC_290_75,1,0.0,0.0,0,0.0,1.0
MK962756,preVC_292,Clustered,VC_292_18,23,0.1837,1.0,7.832160300304965,0.1837,0.8379
MK962757,preVC_292,Clustered,VC_292_18,23,0.1837,1.0,7.832160300304965,0.1837,0.8379
MK962758,preVC_334,Clustered,VC_334_24,11,0.0542,1.0,8.446128428180483,0.0542,0.8
MK965969,preVC_334,Clustered,VC_334_18,5,0.0213,0.99999958,7.609503585491607,0.0213,0.9
MK965970,preVC_334,Clustered,VC_334_18,5,0.0213,0.99999958,7.609503585491607,0.0213,0.9
MK967377,preVC_1208,Clustered,VC_1208_0,14,0.7133,1.0,6.922727081294524,0.7133,0.989
MK967378,preVC_921,Clustered,VC_921_0,3,0.3479,0.99655037,4.984309723321509,0.3467,1.0
MK967379,preVC_597,Clustered,VC_597_7,16,0.2517,0.99999026,7.460468337778718,0.2517,0.9417
MK967380,,Outlier,,,,,,,
MK967381,preVC_1213,Clustered,VC_1213_0,25,0.9546,1.0,5.378384628965113,0.9546,1.0
MK967382,preVC_795,Clustered,VC_795_0,19,0.9751,1.0,3.8855703705197397,0.9751,1.0
MK967383,preVC_944,Clustered,VC_944_0,39,0.909,1.0,6.29867221202118,0.909,1.0
MK967384,preVC_572,Clustered,VC_572_1,5,0.0484,0.99999879,8.38612170323694,0.0484,0.9
MK967385,preVC_944,Clustered,VC_944_0,39,0.909,1.0,6.29867221202118,0.909,1.0
MK967386,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MK967387,preVC_331,Clustered,VC_331_8,3,0.0107,0.9971869,7.772347413522138,0.0106,1.0
MK967388,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MK967389,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MK967390,preVC_905,Clustered,VC_905_0,25,0.607,1.0,4.585524954186094,0.607,1.0
MK967391,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MK967392,preVC_979,Clustered,VC_979_0,13,0.8613,1.0,2.10214821882124,0.8613,1.0
MK967393,preVC_977,Clustered,VC_977_0,2,0.1588,0.89967039,8.602325267042627,0.1429,1.0
MK967394,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MK967395,preVC_223,Clustered,VC_223_5,13,0.1652,1.0,4.800109051552385,0.1652,1.0
MK967396,preVC_1122,Clustered,VC_1122_0,40,0.8669,1.0,5.662693448889126,0.8669,1.0
MK967397,preVC_595,Clustered/Singleton,VC_595_85,1,0.0,0.0,0,0.0,1.0
MK967398,preVC_1198,Clustered,VC_1198_0,18,0.8312,1.0,4.389682945846282,0.8312,1.0
MK967399,preVC_560,Clustered,VC_560_0,75,0.9398,1.0,5.391772632812681,0.9398,1.0
MK967400,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MK967401,preVC_331,Clustered,VC_331_57,3,0.0073,0.99228511,8.790226446924997,0.0072,0.6667
MK967402,preVC_597,Clustered,VC_597_7,16,0.2517,0.99999026,7.460468337778718,0.2517,0.9417
MK972685,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
MK972686,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
MK972687,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
MK972688,,Overlap (VC_34/VC_43),,,,,,,
MK972689,,Overlap (VC_34/VC_43),,,,,,,
MK972690,preVC_143,Clustered/Singleton,VC_143_38,1,0.0,0.0,0,0.0,1.0
MK972691,,Overlap (VC_678/VC_680),,,,,,,
MK972692,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
MK972693,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
MK972694,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
MK972695,,Overlap (VC_34/VC_43),,,,,,,
MK972696,,Overlap (VC_34/VC_43),,,,,,,
MK972697,,Overlap (VC_34/VC_43),,,,,,,
MK972698,preVC_143,Clustered,VC_143_52,2,0.0054,0.90276536,1.7320508075688772,0.0049,1.0
MK972699,preVC_143,Clustered,VC_143_52,2,0.0054,0.90276536,1.7320508075688772,0.0049,1.0
MK972700,,Overlap (VC_678/VC_680),,,,,,,
MK972701,,Overlap (VC_678/VC_680),,,,,,,
MK972702,,Overlap (VC_678/VC_680),,,,,,,
MK972703,,Overlap (VC_678/VC_680),,,,,,,
MK972704,preVC_198,Clustered,VC_198_7,3,0.0117,0.99151099,5.919837596130847,0.0116,1.0
MK972705,,Overlap (VC_678/VC_680),,,,,,,
MK972706,,Overlap (VC_678/VC_680),,,,,,,
MK972707,preVC_198,Clustered,VC_198_7,3,0.0117,0.99151099,5.919837596130847,0.0116,1.0
MK972708,preVC_198,Clustered,VC_198_33,2,0.0058,0.87284987,1.7320508075688772,0.0051,1.0
MK972709,preVC_198,Clustered,VC_198_7,3,0.0117,0.99151099,5.919837596130847,0.0116,1.0
MK972710,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
MK972711,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
MK972712,preVC_7,Clustered,VC_7_0,26,0.9564,1.0,5.732533940464716,0.9564,1.0
MK972713,preVC_7,Clustered,VC_7_0,26,0.9564,1.0,5.732533940464716,0.9564,1.0
MK972714,preVC_7,Clustered,VC_7_0,26,0.9564,1.0,5.732533940464716,0.9564,1.0
MK972715,preVC_197,Clustered,VC_197_27,4,0.0229,0.99996395,7.096889832638287,0.0229,1.0
MK972716,preVC_197,Clustered,VC_197_27,4,0.0229,0.99996395,7.096889832638287,0.0229,1.0
MK972717,preVC_198,Clustered,VC_198_17,13,0.0718,1.0,7.289114445130135,0.0718,0.9231
MK972831,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
MK976036,preVC_25,Clustered,VC_25_0,11,0.5256,1.0,5.517071790265978,0.5256,1.0
MK977694,preVC_290,Clustered/Singleton,VC_290_47,1,0.0,0.0,0,0.0,1.0
MK977695,,Overlap (VC_612/VC_614),,,,,,,
MK977696,,Overlap (VC_612/VC_614),,,,,,,
MK977697,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MK977698,preVC_1373,Clustered,VC_1373_0,32,0.8482,1.0,4.700681049872067,0.8482,1.0
MK977699,preVC_801,Clustered,VC_801_0,35,0.9194,1.0,6.568136935159096,0.9194,1.0
MK977700,preVC_802,Clustered,VC_802_0,8,0.7025,1.0,2.7671783853499288,0.7025,1.0
MK977701,preVC_716,Clustered,VC_716_0,2,0.2196,0.77777778,1.7320508075688772,0.1708,1.0
MK977702,preVC_1122,Clustered,VC_1122_0,40,0.8669,1.0,5.662693448889126,0.8669,1.0
MK977703,,Overlap (VC_1058/VC_1059/VC_1061),,,,,,,
MK977704,,Overlap (VC_1124/VC_1125),,,,,,,
MK977705,preVC_1211,Clustered,VC_1211_0,4,0.2885,0.99995275,7.391757936823282,0.2884,1.0
MK977706,preVC_1228,Clustered,VC_1228_0,8,0.8495,1.0,4.821887886190984,0.8495,1.0
MK977707,,Outlier,,,,,,,
MK977708,preVC_568,Clustered,VC_568_0,47,0.8851,1.0,6.121390113304166,0.8851,1.0
MK977709,,Overlap (VC_572/VC_595),,,,,,,
MK977710,preVC_1228,Clustered,VC_1228_0,8,0.8495,1.0,4.821887886190984,0.8495,1.0
MK977711,preVC_1092,Clustered,VC_1092_3,16,0.2376,1.0,7.301767510474989,0.2376,0.9917
MK977712,preVC_1228,Clustered,VC_1228_0,8,0.8495,1.0,4.821887886190984,0.8495,1.0
MK977713,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
MK977714,preVC_1228,Clustered,VC_1228_0,8,0.8495,1.0,4.821887886190984,0.8495,1.0
MK977715,preVC_1228,Clustered,VC_1228_0,8,0.8495,1.0,4.821887886190984,0.8495,1.0
MK982307,preVC_100,Clustered,VC_100_0,50,0.8111,1.0,5.77172763131316,0.8111,1.0
MK984681,,Overlap (VC_524/VC_526),,,,,,,
MK994515,preVC_530,Clustered,VC_530_1,8,0.2882,1.0,4.550399682146535,0.2882,1.0
MK994522,,Singleton,,,,,,,
MN010755,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MN010756,preVC_618,Clustered,VC_618_0,8,0.4536,1.0,3.692026830666634,0.4536,1.0
MN010757,preVC_567,Clustered,VC_567_0,39,0.7916,1.0,4.9319934824680915,0.7916,1.0
MN010758,preVC_444,Clustered,VC_444_0,11,0.9509,1.0,5.286277643441691,0.9509,1.0
MN010759,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MN010760,preVC_1213,Clustered,VC_1213_0,25,0.9546,1.0,5.378384628965113,0.9546,1.0
MN010761,preVC_834,Clustered,VC_834_0,30,0.9746,1.0,5.626742697458209,0.9746,0.9931
MN010762,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MN013074,preVC_421,Clustered,VC_421_0,52,0.862,1.0,4.271220309620327,0.862,1.0
MN013075,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MN013076,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MN013077,preVC_880,Clustered,VC_880_6,7,0.165,0.99999998,4.929687783099134,0.165,0.9524
MN013078,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MN013079,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MN013080,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MN013081,,Overlap (VC_533/VC_534),,,,,,,
MN013082,preVC_498,Clustered,VC_498_0,7,0.1741,1.0,2.8610936047971562,0.1741,1.0
MN013083,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MN013084,,Overlap (VC_292/VC_533/VC_535),,,,,,,
MN013085,preVC_498,Clustered,VC_498_0,7,0.1741,1.0,2.8610936047971562,0.1741,1.0
MN013086,preVC_44,Clustered/Singleton,VC_44_2,1,0.0,0.0,0,0.0,1.0
MN013087,preVC_963,Clustered,VC_963_0,40,0.6982,1.0,6.483980245742704,0.6982,0.9282
MN013088,preVC_109,Clustered,VC_109_0,6,0.826,1.0,6.124810230070926,0.826,1.0
MN013089,preVC_191,Clustered,VC_191_1,7,0.1418,1.0,6.838358240097323,0.1418,1.0
MN013090,,Overlap (VC_582/VC_663),,,,,,,
MN013189,,Singleton,,,,,,,
MN013356,preVC_81,Clustered,VC_81_0,41,0.9474,1.0,4.728866081747329,0.9474,1.0
MN016939,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
MN018232,preVC_469,Clustered/Singleton,VC_469_12,1,0.0,0.0,0,0.0,1.0
MN019128,preVC_635,Clustered,VC_635_2,4,0.0536,0.99997509,6.352946531523904,0.0536,1.0
MN022785,preVC_290,Clustered/Singleton,VC_290_180,1,0.0,0.0,0,0.0,1.0
MN022787,preVC_197,Clustered,VC_197_12,2,0.0073,0.89030614,8.602325267042627,0.0065,1.0
MN023176,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023177,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023178,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023179,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023180,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023181,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023182,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023183,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023184,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023185,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023186,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023187,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023188,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023189,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023190,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN023191,preVC_894,Clustered,VC_894_0,16,0.9974,1.0,0.0,0.9974,1.0
MN026740,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
MN026741,preVC_197,Clustered,VC_197_21,11,0.0793,1.0,8.241486831370835,0.0793,0.8
MN027503,preVC_96,Clustered,VC_96_0,22,0.565,1.0,6.7585159564301005,0.565,1.0
MN028536,preVC_30,Clustered,VC_30_0,19,0.7489,1.0,6.055945880735007,0.7489,1.0
MN029011,preVC_660,Clustered,VC_660_0,5,0.3451,0.99999994,1.6292741138348692,0.3451,1.0
MN032614,preVC_479,Clustered,VC_479_4,4,0.079,0.9998801,5.210317339275405,0.079,1.0
MN038175,preVC_704,Clustered/Singleton,VC_704_3,1,0.0,0.0,0,0.0,1.0
MN038176,preVC_915,Clustered,VC_915_0,28,0.6221,1.0,5.777320918207157,0.6221,0.9868
MN038177,preVC_662,Clustered,VC_662_0,15,0.7064,1.0,4.283032304925756,0.7064,1.0
MN038178,preVC_914,Clustered,VC_914_4,12,0.2449,1.0,7.0785864909081875,0.2449,1.0
MN038179,preVC_915,Clustered,VC_915_0,28,0.6221,1.0,5.777320918207157,0.6221,0.9868
MN043729,preVC_91,Clustered/Singleton,VC_91_7,1,0.0,0.0,0,0.0,1.0
MN043730,preVC_91,Clustered,VC_91_3,3,0.0294,0.96250542,5.797219398792268,0.0283,1.0
MN044033,,Overlap (VC_533/VC_534),,,,,,,
MN045228,preVC_156,Clustered,VC_156_18,2,0.0044,0.67398296,7.937253933193772,0.003,1.0
MN045229,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MN045230,preVC_142,Clustered,VC_142_1,17,0.185,1.0,7.33954700003125,0.185,0.9853
MN045231,preVC_848,Clustered,VC_848_1,25,0.5467,1.0,6.137765929406707,0.5467,1.0
MN047438,preVC_156,Clustered,VC_156_15,67,0.4697,1.0,6.776235086781954,0.4697,0.7463
MN047793,preVC_72,Clustered/Singleton,VC_72_1,1,0.0,0.0,0,0.0,1.0
MN052874,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MN055691,preVC_968,Clustered,VC_968_0,40,0.689,1.0,6.240702765810578,0.689,1.0
MN061582,preVC_732,Clustered,VC_732_0,72,0.9323,1.0,4.546585647638638,0.9323,1.0
MN062185,preVC_576,Clustered,VC_576_0,9,0.8068,1.0,4.546036309737234,0.8068,1.0
MN062186,preVC_814,Clustered,VC_814_2,4,0.0787,0.99997381,4.600399063822825,0.0787,1.0
MN062187,preVC_781,Clustered,VC_781_0,39,0.6973,1.0,5.230286683707224,0.6973,1.0
MN062188,preVC_640,Clustered,VC_640_0,15,0.524,1.0,2.1220425827195353,0.524,1.0
MN062189,,Overlap (VC_582/VC_663),,,,,,,
MN062701,preVC_597,Clustered,VC_597_7,16,0.2517,0.99999026,7.460468337778718,0.2517,0.9417
MN062702,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN062703,,Overlap (VC_1262/VC_1263),,,,,,,
MN062704,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MN062705,,Overlap (VC_1010/VC_1011/VC_1012),,,,,,,
MN062706,preVC_559,Clustered,VC_559_0,33,0.6761,1.0,4.672821111049719,0.6761,1.0
MN062707,preVC_610,Clustered,VC_610_3,3,0.0066,0.92446851,8.44587657968009,0.0061,0.6667
MN062708,,Outlier,,,,,,,
MN062709,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN062710,preVC_331,Clustered,VC_331_47,3,0.0086,0.99610731,8.327263389305555,0.0086,0.6667
MN062711,preVC_1393,Clustered,VC_1393_0,6,0.232,1.0,2.2629592979405837,0.232,1.0
MN062712,preVC_559,Clustered,VC_559_0,33,0.6761,1.0,4.672821111049719,0.6761,1.0
MN062713,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN062714,preVC_1259,Clustered,VC_1259_0,44,1.0,0.0,5.723338491709047,0.0,1.0
MN062715,preVC_715,Clustered,VC_715_0,16,0.2874,1.0,7.694049816006247,0.2874,0.9167
MN062716,preVC_944,Clustered,VC_944_0,39,0.909,1.0,6.29867221202118,0.909,1.0
MN062717,preVC_1259,Clustered,VC_1259_0,44,1.0,0.0,5.723338491709047,0.0,1.0
MN062718,preVC_560,Clustered,VC_560_0,75,0.9398,1.0,5.391772632812681,0.9398,1.0
MN062719,preVC_1373,Clustered,VC_1373_0,32,0.8482,1.0,4.700681049872067,0.8482,1.0
MN062720,,Outlier,,,,,,,
MN065183,preVC_590,Clustered,VC_590_0,5,0.4485,0.99999756,6.93482344751599,0.4485,1.0
MN066127,preVC_143,Clustered,VC_143_11,3,0.0131,0.99248899,5.957502474735068,0.013,1.0
MN067333,preVC_48,Clustered,VC_48_0,48,0.4489,1.0,6.757814244322936,0.4489,0.852
MN067430,preVC_490,Clustered,VC_490_0,86,0.9879,1.0,6.045627244448912,0.9879,1.0
MN070121,preVC_586,Clustered,VC_586_0,14,0.3109,1.0,6.543965591546066,0.3109,1.0
MN078104,preVC_859,Clustered,VC_859_0,21,0.8026,1.0,4.674809893572332,0.8026,1.0
MN080711,preVC_422,Clustered,VC_422_0,50,0.7899,1.0,5.142378075656804,0.7899,1.0
MN082624,preVC_852,Clustered,VC_852_0,21,0.9745,1.0,4.114271384482261,0.9745,1.0
MN082625,preVC_851,Clustered,VC_851_0,19,0.7978,1.0,3.5737153791934584,0.7978,1.0
MN087708,preVC_532,Clustered,VC_532_1,5,0.0455,0.99999992,7.711900075680424,0.0455,1.0
MN090155,preVC_635,Clustered,VC_635_0,3,0.0311,0.99715295,6.811273085330195,0.031,1.0
MN091625,preVC_156,Clustered/Singleton,VC_156_0,1,0.0,0.0,0,0.0,1.0
MN091626,preVC_487,Clustered,VC_487_0,7,0.591,1.0,6.866748839731501,0.591,1.0
MN094788,preVC_70,Clustered/Singleton,VC_70_1,1,0.0,0.0,0,0.0,1.0
MN095770,preVC_203,Clustered,VC_203_0,2,0.0224,0.91527123,4.69041575982343,0.0205,1.0
MN095771,preVC_536,Clustered,VC_536_0,3,0.0516,0.99721311,7.206658188808881,0.0515,1.0
MN095772,preVC_551,Clustered,VC_551_0,8,0.7439,1.0,4.699083645592638,0.7439,1.0
MN096267,,Overlap (VC_249/VC_300),,,,,,,
MN096355,,Outlier,,,,,,,
MN096356,preVC_567,Clustered,VC_567_0,39,0.7916,1.0,4.9319934824680915,0.7916,1.0
MN096357,preVC_1053,Clustered,VC_1053_0,4,0.7827,0.99995328,5.944051196464637,0.7827,1.0
MN096358,preVC_1053,Clustered,VC_1053_0,4,0.7827,0.99995328,5.944051196464637,0.7827,1.0
MN096359,preVC_554,Clustered,VC_554_0,38,0.9786,1.0,2.4949291163713956,0.9786,1.0
MN096360,preVC_554,Clustered,VC_554_0,38,0.9786,1.0,2.4949291163713956,0.9786,1.0
MN096361,preVC_602,Clustered,VC_602_3,13,0.0746,1.0,7.918603453282349,0.0746,0.7564
MN096362,,Outlier,,,,,,,
MN096363,preVC_907,Clustered,VC_907_0,5,0.4878,0.99999993,2.589970548015197,0.4878,1.0
MN096364,preVC_602,Clustered,VC_602_1,18,0.1005,1.0,7.3506925396179,0.1005,0.915
MN096365,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MN096366,preVC_376,Clustered,VC_376_15,26,0.0903,1.0,8.345286403750455,0.0903,0.8031
MN096367,preVC_1203,Clustered,VC_1203_0,28,0.5384,1.0,6.123123325661027,0.5384,1.0
MN096368,preVC_560,Clustered,VC_560_0,75,0.9398,1.0,5.391772632812681,0.9398,1.0
MN096369,,Overlap (VC_1127/VC_1128),,,,,,,
MN096370,preVC_609,Clustered,VC_609_0,2,0.0439,0.91259149,8.774964387392123,0.0401,1.0
MN096371,preVC_1092,Clustered,VC_1092_3,16,0.2376,1.0,7.301767510474989,0.2376,0.9917
MN096372,preVC_967,Clustered,VC_967_0,34,0.7954,1.0,4.691882355469968,0.7954,1.0
MN096373,preVC_1010,Clustered,VC_1010_1,33,0.5535,1.0,4.35418538956075,0.5535,1.0
MN096374,preVC_889,Clustered,VC_889_1,13,0.5877,1.0,6.733617973627259,0.5877,1.0
MN096375,preVC_1010,Clustered,VC_1010_0,20,0.3583,1.0,2.8276877133635288,0.3583,1.0
MN096376,preVC_224,Clustered,VC_224_0,3,0.0516,0.99722016,4.074041713070148,0.0515,1.0
MN096377,preVC_920,Clustered,VC_920_0,16,0.3074,1.0,4.211934585424911,0.3074,1.0
MN096378,preVC_1203,Clustered,VC_1203_0,28,0.5384,1.0,6.123123325661027,0.5384,1.0
MN096379,preVC_1010,Clustered,VC_1010_1,33,0.5535,1.0,4.35418538956075,0.5535,1.0
MN096380,preVC_919,Clustered,VC_919_0,28,0.5629,1.0,3.931963860105313,0.5629,1.0
MN096381,preVC_1010,Clustered,VC_1010_0,20,0.3583,1.0,2.8276877133635288,0.3583,1.0
MN096382,preVC_918,Clustered,VC_918_0,18,0.3778,1.0,4.089851846112168,0.3778,1.0
MN098325,preVC_101,Clustered,VC_101_0,30,0.7332,1.0,1.3306300280246417,0.7332,1.0
MN098326,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MN098327,preVC_249,Clustered,VC_249_0,21,0.6297,1.0,7.99341963352286,0.6297,0.7905
MN098328,preVC_551,Clustered,VC_551_0,8,0.7439,1.0,4.699083645592638,0.7439,1.0
MN098329,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
MN101216,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MN101217,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MN101218,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MN101219,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MN101220,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MN101221,preVC_703,Clustered/Singleton,VC_703_2,1,0.0,0.0,0,0.0,1.0
MN101222,preVC_965,Clustered,VC_965_0,3,0.0547,0.99719529,4.653439163883106,0.0546,1.0
MN101223,preVC_703,Clustered,VC_703_0,25,0.5538,1.0,6.295612677592527,0.5538,0.94
MN101224,preVC_703,Clustered/Singleton,VC_703_3,1,0.0,0.0,0,0.0,1.0
MN101225,preVC_533,Clustered/Singleton,VC_533_2,1,0.0,0.0,0,0.0,1.0
MN101226,preVC_533,Clustered/Singleton,VC_533_1,1,0.0,0.0,0,0.0,1.0
MN101227,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MN101228,preVC_199,Clustered,VC_199_0,15,0.548,1.0,4.423526449357112,0.548,1.0
MN101229,preVC_533,Clustered,VC_533_0,36,0.5148,1.0,5.800716346044528,0.5148,0.9937
MN101230,preVC_533,Clustered,VC_533_0,36,0.5148,1.0,5.800716346044528,0.5148,0.9937
MN102098,preVC_479,Clustered,VC_479_0,4,0.0814,0.99994087,2.4611178626157875,0.0814,1.0
MN102376,preVC_991,Clustered,VC_991_0,4,0.1842,0.99997157,3.600449111537962,0.1842,1.0
MN103401,,Outlier,,,,,,,
MN103533,,Outlier,,,,,,,
MN103542,preVC_112,Clustered,VC_112_0,37,0.8473,1.0,6.019306666400921,0.8473,1.0
MN103543,preVC_349,Clustered,VC_349_1,3,0.0336,0.79908365,2.9302677420553933,0.0269,1.0
MN106244,,Overlap (VC_642/VC_647),,,,,,,
MN106245,,Overlap (VC_533/VC_534),,,,,,,
MN114082,preVC_1007,Clustered,VC_1007_0,10,0.9909,1.0,3.350118396347102,0.9909,1.0
MN114083,preVC_1007,Clustered,VC_1007_0,10,0.9909,1.0,3.350118396347102,0.9909,1.0
MN116494,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MN117721,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
